Item,Familia,Year,Production_t
Asparagus,Hortalizas,2014,7929130.28
Asparagus,Hortalizas,2015,8683470.18
Asparagus,Hortalizas,2016,8266058.03
Asparagus,Hortalizas,2017,8422643.98
Asparagus,Hortalizas,2018,8520609.58
Asparagus,Hortalizas,2019,8654452.72
Asparagus,Hortalizas,2020,8782229.11
Asparagus,Hortalizas,2021,8839042.68
Asparagus,Hortalizas,2022,8892225.69
Asparagus,Hortalizas,2023,8894295.84
Asparagus,Hortalizas,2024,8909741.75
Avocados,Frutas,1961,716353.0
Avocados,Frutas,1962,747298.0
Avocados,Frutas,1963,787311.0
Avocados,Frutas,1964,788522.0
Avocados,Frutas,1965,857193.0
Avocados,Frutas,1966,884536.0
Avocados,Frutas,1967,945037.0
Avocados,Frutas,1968,960427.0
Avocados,Frutas,1969,1005429.0
Avocados,Frutas,1970,1029650.0
Avocados,Frutas,1971,1086786.0
Avocados,Frutas,1972,1124012.0
Avocados,Frutas,1973,1168951.0
Avocados,Frutas,1974,1180212.0
Avocados,Frutas,1975,1243261.0
Avocados,Frutas,1976,1280299.0
Avocados,Frutas,1977,1347809.0
Avocados,Frutas,1978,1409038.0
Avocados,Frutas,1979,1348699.0
Avocados,Frutas,1980,1577865.0
Avocados,Frutas,1981,1544661.0
Avocados,Frutas,1982,1664338.0
Avocados,Frutas,1983,1676042.0
Avocados,Frutas,1984,1661982.0
Avocados,Frutas,1985,1752860.0
Avocados,Frutas,1986,1961073.0
Avocados,Frutas,1987,1825021.0
Avocados,Frutas,1988,1907246.0
Avocados,Frutas,1989,1676413.0
Avocados,Frutas,1990,1851282.29
Avocados,Frutas,1991,2057215.38
Avocados,Frutas,1992,2144738.44
Avocados,Frutas,1993,1977851.12
Avocados,Frutas,1994,2089120.83
Avocados,Frutas,1995,2138498.82
Avocados,Frutas,1996,2236581.59
Avocados,Frutas,1997,2201120.03
Avocados,Frutas,1998,2372649.43
Avocados,Frutas,1999,2470079.45
Avocados,Frutas,2000,2705626.24
Avocados,Frutas,2001,2762552.58
Avocados,Frutas,2002,2943304.54
Avocados,Frutas,2003,3121497.11
Avocados,Frutas,2004,3164333.83
Avocados,Frutas,2005,3352807.95
Avocados,Frutas,2006,3572591.65
Avocados,Frutas,2007,3516965.55
Avocados,Frutas,2008,3367356.35
Avocados,Frutas,2009,3832475.93
Avocados,Frutas,2010,3801775.9
Avocados,Frutas,2011,4092747.23
Avocados,Frutas,2012,4338207.41
Avocados,Frutas,2013,4566843.53
Avocados,Frutas,2014,5091783.82
Avocados,Frutas,2015,5515354.28
Avocados,Frutas,2016,6029951.3
Avocados,Frutas,2017,6378613.81
Avocados,Frutas,2018,6880607.84
Avocados,Frutas,2019,7296463.95
Avocados,Frutas,2020,8266199.1
Avocados,Frutas,2021,8838169.27
Avocados,Frutas,2022,9581224.51
Avocados,Frutas,2023,10672979.81
Avocados,Frutas,2024,11226085.72
"Bambara beans, dry",Legumbres,1961,29600.0
"Bambara beans, dry",Legumbres,1962,30100.0
"Bambara beans, dry",Legumbres,1963,30600.0
"Bambara beans, dry",Legumbres,1964,30600.0
"Bambara beans, dry",Legumbres,1965,30600.0
"Bambara beans, dry",Legumbres,1966,29600.0
"Bambara beans, dry",Legumbres,1967,27727.0
"Bambara beans, dry",Legumbres,1968,27515.0
"Bambara beans, dry",Legumbres,1969,34720.0
"Bambara beans, dry",Legumbres,1970,33994.0
"Bambara beans, dry",Legumbres,1971,34361.0
"Bambara beans, dry",Legumbres,1972,37354.0
"Bambara beans, dry",Legumbres,1973,34745.0
"Bambara beans, dry",Legumbres,1974,34911.0
"Bambara beans, dry",Legumbres,1975,41235.0
"Bambara beans, dry",Legumbres,1976,42078.0
"Bambara beans, dry",Legumbres,1977,42724.0
"Bambara beans, dry",Legumbres,1978,30250.0
"Bambara beans, dry",Legumbres,1979,30554.0
"Bambara beans, dry",Legumbres,1980,31741.0
"Bambara beans, dry",Legumbres,1981,33011.0
"Bambara beans, dry",Legumbres,1982,35640.0
"Bambara beans, dry",Legumbres,1983,28453.0
"Bambara beans, dry",Legumbres,1984,34656.0
"Bambara beans, dry",Legumbres,1985,33786.0
"Bambara beans, dry",Legumbres,1986,38186.0
"Bambara beans, dry",Legumbres,1987,35396.0
"Bambara beans, dry",Legumbres,1988,41338.0
"Bambara beans, dry",Legumbres,1989,41461.0
"Bambara beans, dry",Legumbres,1990,55652.0
"Bambara beans, dry",Legumbres,1991,80019.0
"Bambara beans, dry",Legumbres,1992,81985.0
"Bambara beans, dry",Legumbres,1993,91475.0
"Bambara beans, dry",Legumbres,1994,98198.0
"Bambara beans, dry",Legumbres,1995,131687.0
"Bambara beans, dry",Legumbres,1996,106182.0
"Bambara beans, dry",Legumbres,1997,69530.0
"Bambara beans, dry",Legumbres,1998,78623.0
"Bambara beans, dry",Legumbres,1999,90100.0
"Bambara beans, dry",Legumbres,2000,70090.0
"Bambara beans, dry",Legumbres,2001,82218.0
"Bambara beans, dry",Legumbres,2002,92169.2
"Bambara beans, dry",Legumbres,2003,99023.0
"Bambara beans, dry",Legumbres,2004,80861.0
"Bambara beans, dry",Legumbres,2005,105006.55
"Bambara beans, dry",Legumbres,2006,112110.0
"Bambara beans, dry",Legumbres,2007,109576.63
"Bambara beans, dry",Legumbres,2008,147761.0
"Bambara beans, dry",Legumbres,2009,150306.57
"Bambara beans, dry",Legumbres,2010,166205.0
"Bambara beans, dry",Legumbres,2011,151300.27
"Bambara beans, dry",Legumbres,2012,190417.65
"Bambara beans, dry",Legumbres,2013,190924.45
"Bambara beans, dry",Legumbres,2014,198892.4
"Bambara beans, dry",Legumbres,2015,202889.7
"Bambara beans, dry",Legumbres,2016,203932.36
"Bambara beans, dry",Legumbres,2017,206369.57
"Bambara beans, dry",Legumbres,2018,242480.68
"Bambara beans, dry",Legumbres,2019,238915.38
"Bambara beans, dry",Legumbres,2020,265378.8
"Bambara beans, dry",Legumbres,2021,232118.61
"Bambara beans, dry",Legumbres,2022,273795.4
"Bambara beans, dry",Legumbres,2023,256348.96
"Bambara beans, dry",Legumbres,2024,238007.07
Bananas,Frutas,1961,22424536.0
Bananas,Frutas,1962,23335352.0
Bananas,Frutas,1963,23842024.0
Bananas,Frutas,1964,25621314.0
Bananas,Frutas,1965,27736932.0
Bananas,Frutas,1966,28085011.0
Bananas,Frutas,1967,29125967.0
Bananas,Frutas,1968,30385767.0
Bananas,Frutas,1969,31910485.0
Bananas,Frutas,1970,33139813.0
Bananas,Frutas,1971,34240056.0
Bananas,Frutas,1972,34526552.0
Bananas,Frutas,1973,32867123.0
Bananas,Frutas,1974,33511739.0
Bananas,Frutas,1975,33139551.0
Bananas,Frutas,1976,34333324.0
Bananas,Frutas,1977,36089738.0
Bananas,Frutas,1978,36539279.0
Bananas,Frutas,1979,37550260.0
Bananas,Frutas,1980,39097925.0
Bananas,Frutas,1981,39866060.0
Bananas,Frutas,1982,40541722.0
Bananas,Frutas,1983,39248565.0
Bananas,Frutas,1984,41375343.0
Bananas,Frutas,1985,42514787.0
Bananas,Frutas,1986,45093345.0
Bananas,Frutas,1987,46720499.0
Bananas,Frutas,1988,47244990.0
Bananas,Frutas,1989,47834767.0
Bananas,Frutas,1990,49936000.14
Bananas,Frutas,1991,51959604.89
Bananas,Frutas,1992,56463875.24
Bananas,Frutas,1993,57320597.06
Bananas,Frutas,1994,59080435.88
Bananas,Frutas,1995,59691196.91
Bananas,Frutas,1996,58702449.63
Bananas,Frutas,1997,63494163.2
Bananas,Frutas,1998,65760916.51
Bananas,Frutas,1999,70984468.63
Bananas,Frutas,2000,68239017.9
Bananas,Frutas,2001,71085277.31
Bananas,Frutas,2002,74033590.55
Bananas,Frutas,2003,76311997.52
Bananas,Frutas,2004,80875617.28
Bananas,Frutas,2005,85367849.92
Bananas,Frutas,2006,90537905.08
Bananas,Frutas,2007,96316611.9
Bananas,Frutas,2008,100427279.71
Bananas,Frutas,2009,104648476.78
Bananas,Frutas,2010,112982150.79
Bananas,Frutas,2011,113999937.97
Bananas,Frutas,2012,112459155.64
Bananas,Frutas,2013,114278574.47
Bananas,Frutas,2014,115210453.98
Bananas,Frutas,2015,117523894.05
Bananas,Frutas,2016,114964204.5
Bananas,Frutas,2017,117469023.27
Bananas,Frutas,2018,121899454.33
Bananas,Frutas,2019,122669656.94
Bananas,Frutas,2020,126470794.84
Bananas,Frutas,2021,132285903.09
Bananas,Frutas,2022,134842115.39
Bananas,Frutas,2023,136676238.84
Bananas,Frutas,2024,139413684.55
Barley,Cereales,1961,72411104.0
Barley,Cereales,1962,88396959.0
Barley,Cereales,1963,90385850.0
Barley,Cereales,1964,95524923.0
Barley,Cereales,1965,92617012.0
Barley,Cereales,1966,100425696.0
Barley,Cereales,1967,103177495.0
Barley,Cereales,1968,113503735.0
Barley,Cereales,1969,118005609.0
Barley,Cereales,1970,119377845.0
Barley,Cereales,1971,131236124.0
Barley,Cereales,1972,132963039.0
Barley,Cereales,1973,146965111.0
Barley,Cereales,1974,148817870.0
Barley,Cereales,1975,135490720.0
Barley,Cereales,1976,166594606.0
Barley,Cereales,1977,156385293.0
Barley,Cereales,1978,174927909.0
Barley,Cereales,1979,154988548.0
Barley,Cereales,1980,156701322.0
Barley,Cereales,1981,149600982.0
Barley,Cereales,1982,161350937.0
Barley,Cereales,1983,159468471.0
Barley,Cereales,1984,169432065.0
Barley,Cereales,1985,172616538.0
Barley,Cereales,1986,177167375.0
Barley,Cereales,1987,175286684.0
Barley,Cereales,1988,163394406.0
Barley,Cereales,1989,164164355.0
Barley,Cereales,1990,179138264.64
Barley,Cereales,1991,169574549.55
Barley,Cereales,1992,165525543.17
Barley,Cereales,1993,169535158.18
Barley,Cereales,1994,161011505.0
Barley,Cereales,1995,140716741.23
Barley,Cereales,1996,155009558.66
Barley,Cereales,1997,154351135.43
Barley,Cereales,1998,137403721.88
Barley,Cereales,1999,128077580.82
Barley,Cereales,2000,133105721.31
Barley,Cereales,2001,142128403.91
Barley,Cereales,2002,136608001.22
Barley,Cereales,2003,143054930.27
Barley,Cereales,2004,153619923.43
Barley,Cereales,2005,138477935.88
Barley,Cereales,2006,139278575.83
Barley,Cereales,2007,134299112.01
Barley,Cereales,2008,154740172.99
Barley,Cereales,2009,150777922.55
Barley,Cereales,2010,123658030.06
Barley,Cereales,2011,133520367.13
Barley,Cereales,2012,131721946.54
Barley,Cereales,2013,145222837.5
Barley,Cereales,2014,144415413.57
Barley,Cereales,2015,148269522.48
Barley,Cereales,2016,150483451.69
Barley,Cereales,2017,144731369.82
Barley,Cereales,2018,139919234.59
Barley,Cereales,2019,158984732.44
Barley,Cereales,2020,161624520.48
Barley,Cereales,2021,143924169.64
Barley,Cereales,2022,152984970.97
Barley,Cereales,2023,142711447.07
Barley,Cereales,2024,141996861.28
"Beans, dry",Legumbres,1961,11228313.0
"Beans, dry",Legumbres,1962,11744939.0
"Beans, dry",Legumbres,1963,11693428.0
"Beans, dry",Legumbres,1964,12139318.0
"Beans, dry",Legumbres,1965,12044424.0
"Beans, dry",Legumbres,1966,11897234.0
"Beans, dry",Legumbres,1967,12490784.0
"Beans, dry",Legumbres,1968,11701307.0
"Beans, dry",Legumbres,1969,11740358.0
"Beans, dry",Legumbres,1970,12629727.0
"Beans, dry",Legumbres,1971,12596557.0
"Beans, dry",Legumbres,1972,12319681.0
"Beans, dry",Legumbres,1973,13037173.0
"Beans, dry",Legumbres,1974,12753197.0
"Beans, dry",Legumbres,1975,13412679.0
"Beans, dry",Legumbres,1976,12327437.0
"Beans, dry",Legumbres,1977,13242206.0
"Beans, dry",Legumbres,1978,13554877.0
"Beans, dry",Legumbres,1979,12731407.0
"Beans, dry",Legumbres,1980,13711771.0
"Beans, dry",Legumbres,1981,15278695.0
"Beans, dry",Legumbres,1982,15342446.0
"Beans, dry",Legumbres,1983,14825734.0
"Beans, dry",Legumbres,1984,15664232.0
"Beans, dry",Legumbres,1985,15499453.0
"Beans, dry",Legumbres,1986,15143551.0
"Beans, dry",Legumbres,1987,15045832.0
"Beans, dry",Legumbres,1988,16561774.0
"Beans, dry",Legumbres,1989,15574499.0
"Beans, dry",Legumbres,1990,17539735.0
"Beans, dry",Legumbres,1991,24586549.22
"Beans, dry",Legumbres,1992,25350826.0
"Beans, dry",Legumbres,1993,22695114.64
"Beans, dry",Legumbres,1994,23982398.8
"Beans, dry",Legumbres,1995,23229916.45
"Beans, dry",Legumbres,1996,20689673.49
"Beans, dry",Legumbres,1997,17929995.53
"Beans, dry",Legumbres,1998,17917032.41
"Beans, dry",Legumbres,1999,18943130.11
"Beans, dry",Legumbres,2000,19310046.11
"Beans, dry",Legumbres,2001,19333633.82
"Beans, dry",Legumbres,2002,21256861.03
"Beans, dry",Legumbres,2003,22529311.43
"Beans, dry",Legumbres,2004,19833067.78
"Beans, dry",Legumbres,2005,20409395.06
"Beans, dry",Legumbres,2006,22075959.79
"Beans, dry",Legumbres,2007,23071622.37
"Beans, dry",Legumbres,2008,23001962.24
"Beans, dry",Legumbres,2009,23041912.21
"Beans, dry",Legumbres,2010,26054525.45
"Beans, dry",Legumbres,2011,25103427.97
"Beans, dry",Legumbres,2012,25932957.68
"Beans, dry",Legumbres,2013,26267648.81
"Beans, dry",Legumbres,2014,26724934.15
"Beans, dry",Legumbres,2015,27956296.64
"Beans, dry",Legumbres,2016,28707388.7
"Beans, dry",Legumbres,2017,30801665.21
"Beans, dry",Legumbres,2018,29220936.01
"Beans, dry",Legumbres,2019,27101722.19
"Beans, dry",Legumbres,2020,29427877.01
"Beans, dry",Legumbres,2021,29308756.96
"Beans, dry",Legumbres,2022,30057766.37
"Beans, dry",Legumbres,2023,29727498.2
"Beans, dry",Legumbres,2024,30277329.95
Blueberries,Frutas,1961,35091.0
Blueberries,Frutas,1962,30048.0
Blueberries,Frutas,1963,36251.0
Blueberries,Frutas,1964,38370.0
Blueberries,Frutas,1965,33416.0
Blueberries,Frutas,1966,48367.0
Blueberries,Frutas,1967,41404.0
Blueberries,Frutas,1968,35380.0
Blueberries,Frutas,1969,62328.0
Blueberries,Frutas,1970,60749.0
Blueberries,Frutas,1971,61515.0
Blueberries,Frutas,1972,55459.0
Blueberries,Frutas,1973,76000.0
Blueberries,Frutas,1974,62164.0
Blueberries,Frutas,1975,62205.0
Blueberries,Frutas,1976,64825.0
Blueberries,Frutas,1977,56813.0
Blueberries,Frutas,1978,65422.0
Blueberries,Frutas,1979,71287.0
Blueberries,Frutas,1980,73769.0
Blueberries,Frutas,1981,85310.0
Blueberries,Frutas,1982,92935.0
Blueberries,Frutas,1983,98050.0
Blueberries,Frutas,1984,85206.0
Blueberries,Frutas,1985,103226.0
Blueberries,Frutas,1986,99115.0
Blueberries,Frutas,1987,110949.0
Blueberries,Frutas,1988,115016.0
Blueberries,Frutas,1989,112893.0
Blueberries,Frutas,1990,133187.56
Blueberries,Frutas,1991,125031.56
Blueberries,Frutas,1992,114694.89
Blueberries,Frutas,1993,143428.62
Blueberries,Frutas,1994,134105.35
Blueberries,Frutas,1995,157000.18
Blueberries,Frutas,1996,158520.49
Blueberries,Frutas,1997,174324.66
Blueberries,Frutas,1998,158406.26
Blueberries,Frutas,1999,205592.16
Blueberries,Frutas,2000,211325.51
Blueberries,Frutas,2001,231847.59
Blueberries,Frutas,2002,202423.22
Blueberries,Frutas,2003,218475.6
Blueberries,Frutas,2004,238455.14
Blueberries,Frutas,2005,256906.12
Blueberries,Frutas,2006,286653.57
Blueberries,Frutas,2007,291665.45
Blueberries,Frutas,2008,353653.57
Blueberries,Frutas,2009,383517.9
Blueberries,Frutas,2010,388388.29
Blueberries,Frutas,2011,444345.57
Blueberries,Frutas,2012,490370.21
Blueberries,Frutas,2013,526324.15
Blueberries,Frutas,2014,628846.17
Blueberries,Frutas,2015,645239.84
Blueberries,Frutas,2016,752662.85
Blueberries,Frutas,2017,721907.09
Blueberries,Frutas,2018,825643.95
Blueberries,Frutas,2019,1040127.47
Blueberries,Frutas,2020,1042909.98
Blueberries,Frutas,2021,1204038.78
Blueberries,Frutas,2022,1307937.4
Blueberries,Frutas,2023,1209653.7
Blueberries,Frutas,2024,1392533.61
"Broad beans and horse beans, dry",Legumbres,1961,4842684.0
"Broad beans and horse beans, dry",Legumbres,1962,6201802.0
"Broad beans and horse beans, dry",Legumbres,1963,5314738.0
"Broad beans and horse beans, dry",Legumbres,1964,5557705.0
"Broad beans and horse beans, dry",Legumbres,1965,5585971.0
"Broad beans and horse beans, dry",Legumbres,1966,4637356.0
"Broad beans and horse beans, dry",Legumbres,1967,4544887.0
"Broad beans and horse beans, dry",Legumbres,1968,4301390.0
"Broad beans and horse beans, dry",Legumbres,1969,4262570.0
"Broad beans and horse beans, dry",Legumbres,1970,4521898.0
"Broad beans and horse beans, dry",Legumbres,1971,4471669.0
"Broad beans and horse beans, dry",Legumbres,1972,4454937.0
"Broad beans and horse beans, dry",Legumbres,1973,4242961.0
"Broad beans and horse beans, dry",Legumbres,1974,4262681.0
"Broad beans and horse beans, dry",Legumbres,1975,4244673.0
"Broad beans and horse beans, dry",Legumbres,1976,4130222.0
"Broad beans and horse beans, dry",Legumbres,1977,3961525.0
"Broad beans and horse beans, dry",Legumbres,1978,4293740.0
"Broad beans and horse beans, dry",Legumbres,1979,4480917.0
"Broad beans and horse beans, dry",Legumbres,1980,4494090.0
"Broad beans and horse beans, dry",Legumbres,1981,4074732.0
"Broad beans and horse beans, dry",Legumbres,1982,4304464.0
"Broad beans and horse beans, dry",Legumbres,1983,4176444.0
"Broad beans and horse beans, dry",Legumbres,1984,4300805.0
"Broad beans and horse beans, dry",Legumbres,1985,4025664.0
"Broad beans and horse beans, dry",Legumbres,1986,4063187.0
"Broad beans and horse beans, dry",Legumbres,1987,4236077.0
"Broad beans and horse beans, dry",Legumbres,1988,4657334.0
"Broad beans and horse beans, dry",Legumbres,1989,4222037.0
"Broad beans and horse beans, dry",Legumbres,1990,4347802.0
"Broad beans and horse beans, dry",Legumbres,1991,3360188.46
"Broad beans and horse beans, dry",Legumbres,1992,2777784.44
"Broad beans and horse beans, dry",Legumbres,1993,3539775.93
"Broad beans and horse beans, dry",Legumbres,1994,3635876.33
"Broad beans and horse beans, dry",Legumbres,1995,3622725.97
"Broad beans and horse beans, dry",Legumbres,1996,3692435.85
"Broad beans and horse beans, dry",Legumbres,1997,3429802.75
"Broad beans and horse beans, dry",Legumbres,1998,3820048.5
"Broad beans and horse beans, dry",Legumbres,1999,3571254.62
"Broad beans and horse beans, dry",Legumbres,2000,3788072.69
"Broad beans and horse beans, dry",Legumbres,2001,4161299.28
"Broad beans and horse beans, dry",Legumbres,2002,4340570.39
"Broad beans and horse beans, dry",Legumbres,2003,4554594.65
"Broad beans and horse beans, dry",Legumbres,2004,4329616.51
"Broad beans and horse beans, dry",Legumbres,2005,4464026.35
"Broad beans and horse beans, dry",Legumbres,2006,4108025.44
"Broad beans and horse beans, dry",Legumbres,2007,4017056.16
"Broad beans and horse beans, dry",Legumbres,2008,4223082.53
"Broad beans and horse beans, dry",Legumbres,2009,4358865.43
"Broad beans and horse beans, dry",Legumbres,2010,4485424.47
"Broad beans and horse beans, dry",Legumbres,2011,4597668.59
"Broad beans and horse beans, dry",Legumbres,2012,4651998.72
"Broad beans and horse beans, dry",Legumbres,2013,4496250.45
"Broad beans and horse beans, dry",Legumbres,2014,4613448.74
"Broad beans and horse beans, dry",Legumbres,2015,4650848.4
"Broad beans and horse beans, dry",Legumbres,2016,5068857.72
"Broad beans and horse beans, dry",Legumbres,2017,5677342.54
"Broad beans and horse beans, dry",Legumbres,2018,5569888.1
"Broad beans and horse beans, dry",Legumbres,2019,5350326.95
"Broad beans and horse beans, dry",Legumbres,2020,5712025.01
"Broad beans and horse beans, dry",Legumbres,2021,6209264.06
"Broad beans and horse beans, dry",Legumbres,2022,6177489.38
"Broad beans and horse beans, dry",Legumbres,2023,6307967.56
"Broad beans and horse beans, dry",Legumbres,2024,6258986.39
Buckwheat,Cereales,1961,2479596.0
Buckwheat,Cereales,1962,2648790.0
Buckwheat,Cereales,1963,2039149.0
Buckwheat,Cereales,1964,2201085.0
Buckwheat,Cereales,1965,2695458.0
Buckwheat,Cereales,1966,2578392.0
Buckwheat,Cereales,1967,2777463.0
Buckwheat,Cereales,1968,2965281.0
Buckwheat,Cereales,1969,3078816.0
Buckwheat,Cereales,1970,3028054.0
Buckwheat,Cereales,1971,3188992.0
Buckwheat,Cereales,1972,2858577.0
Buckwheat,Cereales,1973,3491936.0
Buckwheat,Cereales,1974,3420126.0
Buckwheat,Cereales,1975,3291786.0
Buckwheat,Cereales,1976,3475938.0
Buckwheat,Cereales,1977,3074767.0
Buckwheat,Cereales,1978,3659921.0
Buckwheat,Cereales,1979,3756677.0
Buckwheat,Cereales,1980,3259645.0
Buckwheat,Cereales,1981,3399060.0
Buckwheat,Cereales,1982,3579833.0
Buckwheat,Cereales,1983,3569416.0
Buckwheat,Cereales,1984,3851523.0
Buckwheat,Cereales,1985,3309663.0
Buckwheat,Cereales,1986,2923462.0
Buckwheat,Cereales,1987,3511265.0
Buckwheat,Cereales,1988,3118065.0
Buckwheat,Cereales,1989,3141949.0
Buckwheat,Cereales,1990,3622635.0
Buckwheat,Cereales,1991,3983968.64
